Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events ≤ t,-894,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-895,0.0,0.0
Sum of contribution of events ≤ t,-895,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-896,0.0,0.0
Sum of contribution of events ≤ t,-896,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-897,0.0,0.0
Sum of contribution of events ≤ t,-897,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-898,0.0,0.0
Sum of contribution of events ≤ t,-898,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-899,0.0,0.0
Sum of contribution of events ≤ t,-899,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-900,0.0,0.0
Sum of contribution of events ≤ t,-900,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-901,0.0,0.0
Sum of contribution of events ≤ t,-901,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-902,0.0,0.0
Sum of contribution of events ≤ t,-902,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-903,0.0,0.0
Sum of contribution of events ≤ t,-903,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-904,0.0,0.0
Sum of contribution of events ≤ t,-904,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-905,0.0,0.0
Sum of contribution of events ≤ t,-905,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-906,0.0,0.0
Sum of contribution of events ≤ t,-906,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-907,0.0,0.0
Sum of contribution of events ≤ t,-907,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-908,0.0,0.0
Sum of contribution of events ≤ t,-908,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-909,0.0,0.0
Sum of contribution of events ≤ t,-909,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-910,0.0,0.0
Sum of contribution of events ≤ t,-910,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-911,0.0,0.0
Sum of contribution of events ≤ t,-911,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-912,0.0,0.0
Sum of contribution of events ≤ t,-912,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-913,0.0,0.0
Sum of contribution of events ≤ t,-913,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-914,0.0,0.0
Sum of contribution of events ≤ t,-914,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-915,0.0,0.0
Sum of contribution of events ≤ t,-915,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-916,0.0,0.0
Sum of contribution of events ≤ t,-916,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-917,0.0,0.0
Sum of contribution of events ≤ t,-917,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-918,0.0,0.0
Sum of contribution of events ≤ t,-918,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-919,0.0,0.0
Sum of contribution of events ≤ t,-919,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-920,0.0,0.0
Sum of contribution of events ≤ t,-920,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-921,0.0,0.0
Sum of contribution of events ≤ t,-921,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-922,0.0,0.0
Sum of contribution of events ≤ t,-922,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-923,0.0,0.0
Sum of contribution of events ≤ t,-923,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-924,0.0,0.0
Sum of contribution of events ≤ t,-924,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-925,0.0,0.0
Sum of contribution of events ≤ t,-925,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-926,0.0,0.0
Sum of contribution of events ≤ t,-926,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-927,0.0,0.0
Sum of contribution of events ≤ t,-927,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-928,0.0,0.0
Sum of contribution of events ≤ t,-928,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-929,0.0,0.0
Sum of contribution of events ≤ t,-929,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-930,0.0,0.0
Sum of contribution of events ≤ t,-930,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-931,0.0,0.0
Sum of contribution of events ≤ t,-931,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-932,0.0,0.0
Sum of contribution of events ≤ t,-932,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-933,0.0,0.0
Sum of contribution of events ≤ t,-933,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-934,0.0,0.0
Sum of contribution of events ≤ t,-934,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-935,0.0,0.0
Sum of contribution of events ≤ t,-935,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-936,0.0,0.0
Sum of contribution of events ≤ t,-936,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-937,0.0,0.0
Sum of contribution of events ≤ t,-937,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-938,0.0,0.0
Sum of contribution of events ≤ t,-938,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-939,0.0,0.0
Sum of contribution of events ≤ t,-939,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-940,0.0,0.0
Sum of contribution of events ≤ t,-940,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-941,0.0,0.0
Sum of contribution of events ≤ t,-941,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-942,0.0,0.0
Sum of contribution of events ≤ t,-942,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-943,0.0,0.0
Sum of contribution of events ≤ t,-943,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-944,0.0,0.0
Sum of contribution of events ≤ t,-944,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-945,0.0,0.0
Sum of contribution of events ≤ t,-945,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-946,0.0,0.0
Sum of contribution of events ≤ t,-946,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-947,0.0,0.0
Sum of contribution of events ≤ t,-947,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-948,0.0,0.0
Sum of contribution of events ≤ t,-948,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-949,0.0,0.0
Sum of contribution of events ≤ t,-949,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-950,0.0,0.0
Sum of contribution of events ≤ t,-950,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-951,0.0,0.0
Sum of contribution of events ≤ t,-951,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-952,0.0,0.0
Sum of contribution of events ≤ t,-952,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-953,0.0,0.0
Sum of contribution of events ≤ t,-953,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-954,0.0,0.0
Sum of contribution of events ≤ t,-954,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-955,0.0,0.0
Sum of contribution of events ≤ t,-955,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-956,0.0,0.0
Sum of contribution of events ≤ t,-956,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-957,0.0,0.0
Sum of contribution of events ≤ t,-957,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-958,0.0,0.0
Sum of contribution of events ≤ t,-958,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-959,0.0,0.0
Sum of contribution of events ≤ t,-959,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-960,0.0,0.0
Sum of contribution of events ≤ t,-960,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-961,0.0,0.0
Sum of contribution of events ≤ t,-961,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-962,0.0,0.0
Sum of contribution of events ≤ t,-962,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-963,0.0,0.0
Sum of contribution of events ≤ t,-963,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-964,0.0,0.0
Sum of contribution of events ≤ t,-964,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-965,0.0,0.0
Sum of contribution of events ≤ t,-965,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-966,0.0,0.0
Sum of contribution of events ≤ t,-966,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-967,0.0,0.0
Sum of contribution of events ≤ t,-967,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-968,0.0,0.0
Sum of contribution of events ≤ t,-968,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-969,0.0,0.0
Sum of contribution of events ≤ t,-969,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-970,0.0,0.0
Sum of contribution of events ≤ t,-970,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-971,0.0,0.0
Sum of contribution of events ≤ t,-971,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-972,0.0,0.0
Sum of contribution of events ≤ t,-972,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-973,0.0,0.0
Sum of contribution of events ≤ t,-973,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-974,0.0,0.0
Sum of contribution of events ≤ t,-974,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-975,0.0,0.0
Sum of contribution of events ≤ t,-975,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-976,0.0,0.0
Sum of contribution of events ≤ t,-976,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-977,0.0,0.0
Sum of contribution of events ≤ t,-977,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-978,0.0,0.0
Sum of contribution of events ≤ t,-978,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-979,0.0,0.0
Sum of contribution of events ≤ t,-979,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-980,0.0,0.0
Sum of contribution of events ≤ t,-980,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-981,0.0,0.0
Sum of contribution of events ≤ t,-981,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-982,0.0,0.0
Sum of contribution of events ≤ t,-982,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-983,0.0,0.0
Sum of contribution of events ≤ t,-983,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-984,0.0,0.0
Sum of contribution of events ≤ t,-984,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-985,0.0,0.0
Sum of contribution of events ≤ t,-985,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-986,0.0,0.0
Sum of contribution of events ≤ t,-986,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-987,0.0,0.0
Sum of contribution of events ≤ t,-987,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-988,0.0,0.0
Sum of contribution of events ≤ t,-988,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-989,0.0,0.0
Sum of contribution of events ≤ t,-989,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-990,0.0,0.0
Sum of contribution of events ≤ t,-990,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-991,0.0,0.0
Sum of contribution of events ≤ t,-991,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-992,0.0,0.0
Sum of contribution of events ≤ t,-992,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-993,0.0,0.0
Sum of contribution of events ≤ t,-993,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-994,0.0,0.0
Sum of contribution of events ≤ t,-994,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-995,0.0,0.0
Sum of contribution of events ≤ t,-995,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-996,0.0,0.0
Sum of contribution of events ≤ t,-996,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-997,0.0,0.0
Sum of contribution of events ≤ t,-997,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-998,0.0,0.0
Sum of contribution of events ≤ t,-998,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-999,0.0,0.0
Sum of contribution of events ≤ t,-999,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-1000,0.0,0.0
Sum of contribution of events ≤ t,-1000,2.3264437913894655e-09,0.0
Sum of contribution of events > t,-1,0.0,0.0
Sum of contribution of events ≤ t,-1,0.0810557429138571,0.0
Sum of contribution of events > t,-2,0.0,0.0
Sum of contribution of events ≤ t,-2,0.0810557429138571,0.0
Sum of contribution of events > t,-3,0.0,0.0
Sum of contribution of events ≤ t,-3,0.0810557429138571,0.0
Sum of contribution of events > t,-4,0.0,0.0
Sum of contribution of events ≤ t,-4,0.0810557429138571,0.0
Sum of contribution of events > t,-5,0.0,0.0
Sum of contribution of events ≤ t,-5,0.0810557429138571,0.0
Sum of contribution of events > t,-6,0.0,0.0
Sum of contribution of events ≤ t,-6,0.0810557429138571,0.0
Sum of contribution of events > t,-7,0.0,0.0
Sum of contribution of events ≤ t,-7,0.0810557429138571,0.0
Sum of contribution of events > t,-8,0.0,0.0
Sum of contribution of events ≤ t,-8,0.0810557429138571,0.0
Sum of contribution of events > t,-9,0.0,0.0
Sum of contribution of events ≤ t,-9,0.0810557429138571,0.0
Sum of contribution of events > t,-10,0.0,0.0
Sum of contribution of events ≤ t,-10,0.0810557429138571,0.0
Sum of contribution of events > t,-11,0.0,0.0
Sum of contribution of events ≤ t,-11,0.0810557429138571,0.0
Sum of contribution of events > t,-12,0.0,0.0
Sum of contribution of events ≤ t,-12,0.0810557429138571,0.0
Sum of contribution of events > t,-13,0.0,0.0
Sum of contribution of events ≤ t,-13,0.0810557429138571,0.0
Sum of contribution of events > t,-14,0.0,0.0
Sum of contribution of events ≤ t,-14,0.0810557429138571,0.0
Sum of contribution of events > t,-15,0.0,0.0
Sum of contribution of events ≤ t,-15,0.0810557429138571,0.0
Sum of contribution of events > t,-16,0.0,0.0
Sum of contribution of events ≤ t,-16,0.0810557429138571,0.0
Sum of contribution of events > t,-17,0.0,0.0
Sum of contribution of events ≤ t,-17,0.0810557429138571,0.0
Sum of contribution of events > t,-18,0.0,0.0
Sum of contribution of events ≤ t,-18,0.0810557429138571,0.0
Sum of contribution of events > t,-19,0.0,0.0
Sum of contribution of events ≤ t,-19,0.0810557429138571,0.0
Sum of contribution of events > t,-20,0.0,0.0
Sum of contribution of events ≤ t,-20,0.0810557429138571,0.0
Sum of contribution of events > t,-21,0.0,0.0
Sum of contribution of events ≤ t,-21,0.0810557429138571,0.0
Sum of contribution of events > t,-22,0.0,0.0
Sum of contribution of events ≤ t,-22,0.0810557429138571,0.0
Sum of contribution of events > t,-23,0.0,0.0
Sum of contribution of events ≤ t,-23,0.0810557429138571,0.0
Sum of contribution of events > t,-24,0.0,0.0
Sum of contribution of events ≤ t,-24,0.0810557429138571,0.0
Sum of contribution of events > t,-25,0.0,0.0
Sum of contribution of events ≤ t,-25,0.0810557429138571,0.0
Sum of contribution of events > t,-26,0.0,0.0
Sum of contribution of events ≤ t,-26,0.0810557429138571,0.0
Sum of contribution of events > t,-27,0.0,0.0
Sum of contribution of events ≤ t,-27,0.0810557429138571,0.0
Sum of contribution of events > t,-28,0.0,0.0
Sum of contribution of events ≤ t,-28,0.0810557429138571,0.0
Sum of contribution of events > t,-29,0.0,0.0
Sum of contribution of events ≤ t,-29,0.0810557429138571,0.0
Sum of contribution of events > t,-30,0.0,0.0
Sum of contribution of events ≤ t,-30,0.0810557429138571,0.0
Sum of contribution of events > t,-31,0.0,0.0
Sum of contribution of events ≤ t,-31,0.0810557429138571,0.0
Sum of contribution of events > t,-32,0.0,0.0
Sum of contribution of events ≤ t,-32,0.0810557429138571,0.0
Sum of contribution of events > t,-33,0.0,0.0
Sum of contribution of events ≤ t,-33,0.0810557429138571,0.0
Sum of contribution of events > t,-34,0.0,0.0
Sum of contribution of events ≤ t,-34,0.0810557429138571,0.0
Sum of contribution of events > t,-35,0.0,0.0
Sum of contribution of events ≤ t,-35,0.0810557429138571,0.0
Sum of contribution of events > t,-36,0.0,0.0
Sum of contribution of events ≤ t,-36,0.0810557429138571,0.0
Sum of contribution of events > t,-37,0.0,0.0
Sum of contribution of events ≤ t,-37,0.0810557429138571,0.0
Sum of contribution of events > t,-38,0.0,0.0
Sum of contribution of events ≤ t,-38,0.0810557429138571,0.0
Sum of contribution of events > t,-39,0.0,0.0
Sum of contribution of events ≤ t,-39,0.0810557429138571,0.0
Sum of contribution of events > t,-40,0.0,0.0
Sum of contribution of events ≤ t,-40,0.0810557429138571,0.0
Sum of contribution of events > t,-41,0.0,0.0
Sum of contribution of events ≤ t,-41,0.0810557429138571,0.0
Sum of contribution of events > t,-42,0.0,0.0
Sum of contribution of events ≤ t,-42,0.0810557429138571,0.0
Sum of contribution of events > t,-43,0.0,0.0
Sum of contribution of events ≤ t,-43,0.0810557429138571,0.0
Sum of contribution of events > t,-44,0.0,0.0
Sum of contribution of events ≤ t,-44,0.0810557429138571,0.0
Sum of contribution of events > t,-45,0.0,0.0
Sum of contribution of events ≤ t,-45,0.0810557429138571,0.0
Sum of contribution of events > t,-46,0.0,0.0
Sum of contribution of events ≤ t,-46,0.0810557429138571,0.0
Sum of contribution of events > t,-47,0.0,0.0
Sum of contribution of events ≤ t,-47,0.0810557429138571,0.0
Sum of contribution of events > t,-48,0.0,0.0
Sum of contribution of events ≤ t,-48,0.0810557429138571,0.0
Sum of contribution of events > t,-49,0.0,0.0
Sum of contribution of events ≤ t,-49,0.0810557429138571,0.0
Sum of contribution of events > t,-50,0.0,0.0
Sum of contribution of events ≤ t,-50,0.0810557429138571,0.0
Sum of contribution of events > t,-51,0.0,0.0
Sum of contribution of events ≤ t,-51,0.0810557429138571,0.0
Sum of contribution of events > t,-52,0.0,0.0
Sum of contribution of events ≤ t,-52,0.0810557429138571,0.0
Sum of contribution of events > t,-53,0.0,0.0
Sum of contribution of events ≤ t,-53,0.0810557429138571,0.0
Sum of contribution of events > t,-54,0.0,0.0
Sum of contribution of events ≤ t,-54,0.0810557429138571,0.0
Sum of contribution of events > t,-55,0.0,0.0
Sum of contribution of events ≤ t,-55,0.0810557429138571,0.0
Sum of contribution of events > t,-56,0.0,0.0
Sum of contribution of events ≤ t,-56,0.0810557429138571,0.0
Sum of contribution of events > t,-57,0.0,0.0
Sum of contribution of events ≤ t,-57,0.0810557429138571,0.0
Sum of contribution of events > t,-58,0.0,0.0
Sum of contribution of events ≤ t,-58,0.0810557429138571,0.0
Sum of contribution of events > t,-59,0.0,0.0
Sum of contribution of events ≤ t,-59,0.0810557429138571,0.0
Sum of contribution of events > t,-60,0.0,0.0
Sum of contribution of events ≤ t,-60,0.0810557429138571,0.0
Sum of contribution of events > t,-61,0.0,0.0
Sum of contribution of events ≤ t,-61,0.0810557429138571,0.0
Sum of contribution of events > t,-62,0.0,0.0
Sum of contribution of events ≤ t,-62,0.0810557429138571,0.0
Sum of contribution of events > t,-63,0.0,0.0
Sum of contribution of events ≤ t,-63,0.0810557429138571,0.0
Sum of contribution of events > t,-64,0.0,0.0
Sum of contribution of events ≤ t,-64,0.0810557429138571,0.0
Sum of contribution of events > t,-65,0.0,0.0
Sum of contribution of events ≤ t,-65,0.0810557429138571,0.0
Sum of contribution of events > t,-66,0.0,0.0
Sum of contribution of events ≤ t,-66,0.0810557429138571,0.0
Sum of contribution of events > t,-67,0.0,0.0
Sum of contribution of events ≤ t,-67,0.0810557429138571,0.0
Sum of contribution of events > t,-68,0.0,0.0
Sum of contribution of events ≤ t,-68,0.0810557429138571,0.0
Sum of contribution of events > t,-69,0.0,0.0
Sum of contribution of events ≤ t,-69,0.0810557429138571,0.0
Sum of contribution of events > t,-70,0.0,0.0
Sum of contribution of events ≤ t,-70,0.0810557429138571,0.0
Sum of contribution of events > t,-71,0.0,0.0
Sum of contribution of events ≤ t,-71,0.0810557429138571,0.0
Sum of contribution of events > t,-72,0.0,0.0
Sum of contribution of events ≤ t,-72,0.0810557429138571,0.0
Sum of contribution of events > t,-73,0.0,0.0
Sum of contribution of events ≤ t,-73,0.0810557429138571,0.0
Sum of contribution of events > t,-74,0.0,0.0
Sum of contribution of events ≤ t,-74,0.0810557429138571,0.0
Sum of contribution of events > t,-75,0.0,0.0
Sum of contribution of events ≤ t,-75,0.0810557429138571,0.0
Sum of contribution of events > t,-76,0.0,0.0
Sum of contribution of events ≤ t,-76,0.0810557429138571,0.0
Sum of contribution of events > t,-77,0.0,0.0
Sum of contribution of events ≤ t,-77,0.0810557429138571,0.0
Sum of contribution of events > t,-78,0.0,0.0
Sum of contribution of events ≤ t,-78,0.0810557429138571,0.0
Sum of contribution of events > t,-79,0.0,0.0
Sum of contribution of events ≤ t,-79,0.0810557429138571,0.0
Sum of contribution of events > t,-80,0.0,0.0
Sum of contribution of events ≤ t,-80,0.0810557429138571,0.0
Sum of contribution of events > t,-81,0.0,0.0
Sum of contribution of events ≤ t,-81,0.0810557429138571,0.0
Sum of contribution of events > t,-82,0.0,0.0
Sum of contribution of events ≤ t,-82,0.0810557429138571,0.0
Sum of contribution of events > t,-83,0.0,0.0
Sum of contribution of events ≤ t,-83,0.0810557429138571,0.0
Sum of contribution of events > t,-84,0.0,0.0
Sum of contribution of events ≤ t,-84,0.0810557429138571,0.0
Sum of contribution of events > t,-85,0.0,0.0
Sum of contribution of events ≤ t,-85,0.0810557429138571,0.0
Sum of contribution of events > t,-86,0.0,0.0
Sum of contribution of events ≤ t,-86,0.0810557429138571,0.0
Sum of contribution of events > t,-87,0.0,0.0
Sum of contribution of events ≤ t,-87,0.0810557429138571,0.0
Sum of contribution of events > t,-88,0.0,0.0
Sum of contribution of events ≤ t,-88,0.0810557429138571,0.0
Sum of contribution of events > t,-89,0.0,0.0
Sum of contribution of events ≤ t,-89,0.0810557429138571,0.0
Sum of contribution of events > t,-90,0.0,0.0
Sum of contribution of events ≤ t,-90,0.0810557429138571,0.0
Sum of contribution of events > t,-91,0.0,0.0
Sum of contribution of events ≤ t,-91,0.0810557429138571,0.0
Sum of contribution of events > t,-92,0.0,0.0
Sum of contribution of events ≤ t,-92,0.0810557429138571,0.0
Sum of contribution of events > t,-93,0.0,0.0
Sum of contribution of events ≤ t,-93,0.0810557429138571,0.0
Sum of contribution of events > t,-94,0.0,0.0
Sum of contribution of events ≤ t,-94,0.0810557429138571,0.0
Sum of contribution of events > t,-95,0.0,0.0
Sum of contribution of events ≤ t,-95,0.0810557429138571,0.0
Sum of contribution of events > t,-96,0.0,0.0
Sum of contribution of events ≤ t,-96,0.0810557429138571,0.0
Sum of contribution of events > t,-97,0.0,0.0
Sum of contribution of events ≤ t,-97,0.0810557429138571,0.0
Sum of contribution of events > t,-98,0.0,0.0
Sum of contribution of events ≤ t,-98,0.0810557429138571,0.0
Sum of contribution of events > t,-99,0.0,0.0
Sum of contribution of events ≤ t,-99,0.0810557429138571,0.0
Sum of contribution of events > t,-100,0.0,0.0
Sum of contribution of events ≤ t,-100,0.0810557429138571,0.0
Sum of contribution of events > t,-101,0.0,0.0
Sum of contribution of events ≤ t,-101,0.0810557429138571,0.0
Sum of contribution of events > t,-102,0.0,0.0
Sum of contribution of events ≤ t,-102,0.0810557429138571,0.0
Sum of contribution of events > t,-103,0.0,0.0
Sum of contribution of events ≤ t,-103,0.0810557429138571,0.0
Sum of contribution of events > t,-104,0.0,0.0
Sum of contribution of events ≤ t,-104,0.0810557429138571,0.0
Sum of contribution of events > t,-105,0.0,0.0
Sum of contribution of events ≤ t,-105,0.0810557429138571,0.0
Sum of contribution of events > t,-106,0.0,0.0
Sum of contribution of events ≤ t,-106,0.0810557429138571,0.0
Sum of contribution of events > t,-107,0.0,0.0
Sum of contribution of events ≤ t,-107,0.0810557429138571,0.0
Sum of contribution of events > t,-108,0.0,0.0
Sum of contribution of events ≤ t,-108,0.0810557429138571,0.0
Sum of contribution of events > t,-109,0.0,0.0
Sum of contribution of events ≤ t,-109,0.0810557429138571,0.0
Sum of contribution of events > t,-110,0.0,0.0
Sum of contribution of events ≤ t,-110,0.0810557429138571,0.0
Sum of contribution of events > t,-111,0.0,0.0
Sum of contribution of events ≤ t,-111,0.0810557429138571,0.0
Sum of contribution of events > t,-112,0.0,0.0
Sum of contribution of events ≤ t,-112,0.0810557429138571,0.0
Sum of contribution of events > t,-113,0.0,0.0
Sum of contribution of events ≤ t,-113,0.0810557429138571,0.0
Sum of contribution of events > t,-114,0.0,0.0
Sum of contribution of events ≤ t,-114,0.0810557429138571,0.0
Sum of contribution of events > t,-115,0.0,0.0
Sum of contribution of events ≤ t,-115,0.0810557429138571,0.0
Sum of contribution of events > t,-116,0.0,0.0
Sum of contribution of events ≤ t,-116,0.0810557429138571,0.0
Sum of contribution of events > t,-117,0.0,0.0
Sum of contribution of events ≤ t,-117,0.0810557429138571,0.0
Sum of contribution of events > t,-118,0.0,0.0
Sum of contribution of events ≤ t,-118,0.0810557429138571,0.0
Sum of contribution of events > t,-119,0.0,0.0
Sum of contribution of events ≤ t,-119,0.0810557429138571,0.0
Sum of contribution of events > t,-120,0.0,0.0
Sum of contribution of events ≤ t,-120,0.0810557429138571,0.0
Sum of contribution of events > t,-121,0.0,0.0
Sum of contribution of events ≤ t,-121,0.0810557429138571,0.0
Sum of contribution of events > t,-122,0.0,0.0
Sum of contribution of events ≤ t,-122,0.0810557429138571,0.0
Sum of contribution of events > t,-123,0.0,0.0
Sum of contribution of events ≤ t,-123,0.0810557429138571,0.0
Sum of contribution of events > t,-124,0.0,0.0
Sum of contribution of events ≤ t,-124,0.0810557429138571,0.0
Sum of contribution of events > t,-125,0.0,0.0
Sum of contribution of events ≤ t,-125,0.0810557429138571,0.0
Sum of contribution of events > t,-126,0.0,0.0
Sum of contribution of events ≤ t,-126,0.0810557429138571,0.0
Sum of contribution of events > t,-127,0.0,0.0
Sum of contribution of events ≤ t,-127,0.0810557429138571,0.0
Sum of contribution of events > t,-128,0.0,0.0
Sum of contribution of events ≤ t,-128,0.0810557429138571,0.0
Sum of contribution of events > t,-129,0.0,0.0
Sum of contribution of events ≤ t,-129,0.0810557429138571,0.0
Sum of contribution of events > t,-130,0.0,0.0
Sum of contribution of events ≤ t,-130,0.0810557429138571,0.0
Sum of contribution of events > t,-131,0.0,0.0
Sum of contribution of events ≤ t,-131,0.0810557429138571,0.0
Sum of contribution of events > t,-132,0.0,0.0
Sum of contribution of events ≤ t,-132,0.0810557429138571,0.0
Sum of contribution of events > t,-133,0.0,0.0
Sum of contribution of events ≤ t,-133,0.0810557429138571,0.0
Sum of contribution of events > t,-134,0.0,0.0
Sum of contribution of events ≤ t,-134,0.0810557429138571,0.0
Sum of contribution of events > t,-135,0.0,0.0
Sum of contribution of events ≤ t,-135,0.0810557429138571,0.0
Sum of contribution of events > t,-136,0.0,0.0
Sum of contribution of events ≤ t,-136,0.0810557429138571,0.0
Sum of contribution of events > t,-137,0.0,0.0
Sum of contribution of events ≤ t,-137,0.0810557429138571,0.0
Sum of contribution of events > t,-138,0.0,0.0
Sum of contribution of events ≤ t,-138,0.0810557429138571,0.0
Sum of contribution of events > t,-139,0.0,0.0
Sum of contribution of events ≤ t,-139,0.0810557429138571,0.0
Sum of contribution of events > t,-140,0.0,0.0
Sum of contribution of events ≤ t,-140,0.0810557429138571,0.0
Sum of contribution of events > t,-141,0.0,0.0
Sum of contribution of events ≤ t,-141,0.0810557429138571,0.0
Sum of contribution of events > t,-142,0.0,0.0
Sum of contribution of events ≤ t,-142,0.0810557429138571,0.0
Sum of contribution of events > t,-143,0.0,0.0
Sum of contribution of events ≤ t,-143,0.0810557429138571,0.0
Sum of contribution of events > t,-144,0.0,0.0
Sum of contribution of events ≤ t,-144,0.0810557429138571,0.0
Sum of contribution of events > t,-145,0.0,0.0
Sum of contribution of events ≤ t,-145,0.0810557429138571,0.0
Sum of contribution of events > t,-146,0.0,0.0
Sum of contribution of events ≤ t,-146,0.0810557429138571,0.0
